"id","task","option","sens_89","sens_94","spec_89","spec_94","rad_part","rad_all","evid_rct","evid_both","tran_part","tran_full","repr_med","repr_high","choice","optout","practice_years","female","indid","midwest","northeast","south","urban","tech_negative","rad_contact_med_high","rad_trust_mod_high"
50,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,14,0,740,0,0,1,0,0,0,1
50,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,1,-1,14,0,740,0,0,1,0,0,0,1
50,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,14,0,740,0,0,1,0,0,0,1
50,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,0,-1,14,0,741,0,0,1,0,0,0,1
50,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,14,0,741,0,0,1,0,0,0,1
50,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,14,0,741,0,0,1,0,0,0,1
50,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,0,-1,14,0,742,0,0,1,0,0,0,1
50,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,1,-1,14,0,742,0,0,1,0,0,0,1
50,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,14,0,742,0,0,1,0,0,0,1
50,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,14,0,743,0,0,1,0,0,0,1
50,8,2,1,0,0,1,1,0,0,1,1,0,1,0,1,-1,14,0,743,0,0,1,0,0,0,1
50,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,14,0,743,0,0,1,0,0,0,1
50,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,0,-1,14,0,744,0,0,1,0,0,0,1
50,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,14,0,744,0,0,1,0,0,0,1
50,9,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,14,0,744,0,0,1,0,0,0,1
50,10,1,1,0,1,0,0,1,1,0,-1,-1,1,0,1,-1,14,0,745,0,0,1,0,0,0,1
50,10,2,0,1,0,1,-1,-1,-1,-1,1,0,0,1,0,-1,14,0,745,0,0,1,0,0,0,1
50,10,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,14,0,745,0,0,1,0,0,0,1
50,11,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,14,0,746,0,0,1,0,0,0,1
50,11,2,0,1,1,0,1,0,1,0,-1,-1,-1,-1,1,-1,14,0,746,0,0,1,0,0,0,1
50,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,14,0,746,0,0,1,0,0,0,1
50,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,14,0,747,0,0,1,0,0,0,1
50,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,1,-1,14,0,747,0,0,1,0,0,0,1
50,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,14,0,747,0,0,1,0,0,0,1
50,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,14,0,748,0,0,1,0,0,0,1
50,13,2,0,1,0,1,0,1,1,0,1,0,1,0,1,-1,14,0,748,0,0,1,0,0,0,1
50,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,14,0,748,0,0,1,0,0,0,1
50,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,-1,14,0,749,0,0,1,0,0,0,1
50,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,0,-1,14,0,749,0,0,1,0,0,0,1
50,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,14,0,749,0,0,1,0,0,0,1
50,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,0,-1,14,0,750,0,0,1,0,0,0,1
50,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,0,-1,14,0,750,0,0,1,0,0,0,1
50,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,14,0,750,0,0,1,0,0,0,1
51,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,0,-1,24,0,751,0,0,1,0,0,0,1
51,1,2,0,1,-1,-1,1,0,1,0,1,0,1,0,1,-1,24,0,751,0,0,1,0,0,0,1
51,1,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,751,0,0,1,0,0,0,1
51,2,1,0,1,-1,-1,1,0,0,1,-1,-1,0,1,1,-1,24,0,752,0,0,1,0,0,0,1
51,2,2,1,0,1,0,-1,-1,1,0,1,0,1,0,0,-1,24,0,752,0,0,1,0,0,0,1
51,2,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,752,0,0,1,0,0,0,1
51,3,1,0,1,1,0,0,1,0,1,1,0,-1,-1,0,-1,24,0,753,0,0,1,0,0,0,1
51,3,2,-1,-1,0,1,1,0,1,0,-1,-1,0,1,1,-1,24,0,753,0,0,1,0,0,0,1
51,3,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,753,0,0,1,0,0,0,1
51,4,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,0,-1,24,0,754,0,0,1,0,0,0,1
51,4,2,1,0,0,1,0,1,1,0,0,1,0,1,1,-1,24,0,754,0,0,1,0,0,0,1
51,4,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,754,0,0,1,0,0,0,1
51,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,1,-1,24,0,755,0,0,1,0,0,0,1
51,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,0,-1,24,0,755,0,0,1,0,0,0,1
51,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,755,0,0,1,0,0,0,1
51,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,1,-1,24,0,756,0,0,1,0,0,0,1
51,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,24,0,756,0,0,1,0,0,0,1
51,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,756,0,0,1,0,0,0,1
51,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,0,-1,24,0,757,0,0,1,0,0,0,1
51,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,1,-1,24,0,757,0,0,1,0,0,0,1
51,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,757,0,0,1,0,0,0,1
51,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,24,0,758,0,0,1,0,0,0,1
51,8,2,1,0,0,1,1,0,0,1,1,0,1,0,1,-1,24,0,758,0,0,1,0,0,0,1
51,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,758,0,0,1,0,0,0,1
51,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,1,-1,24,0,759,0,0,1,0,0,0,1
51,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,24,0,759,0,0,1,0,0,0,1
51,9,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,759,0,0,1,0,0,0,1
51,10,1,1,0,1,0,0,1,1,0,-1,-1,1,0,1,-1,24,0,760,0,0,1,0,0,0,1
51,10,2,0,1,0,1,-1,-1,-1,-1,1,0,0,1,0,-1,24,0,760,0,0,1,0,0,0,1
51,10,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,760,0,0,1,0,0,0,1
51,11,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,24,0,761,0,0,1,0,0,0,1
51,11,2,0,1,1,0,1,0,1,0,-1,-1,-1,-1,1,-1,24,0,761,0,0,1,0,0,0,1
51,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,761,0,0,1,0,0,0,1
51,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,24,0,762,0,0,1,0,0,0,1
51,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,1,-1,24,0,762,0,0,1,0,0,0,1
51,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,762,0,0,1,0,0,0,1
51,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,24,0,763,0,0,1,0,0,0,1
51,13,2,0,1,0,1,0,1,1,0,1,0,1,0,1,-1,24,0,763,0,0,1,0,0,0,1
51,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,763,0,0,1,0,0,0,1
51,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,-1,24,0,764,0,0,1,0,0,0,1
51,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,1,-1,24,0,764,0,0,1,0,0,0,1
51,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,764,0,0,1,0,0,0,1
51,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,0,-1,24,0,765,0,0,1,0,0,0,1
51,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,1,-1,24,0,765,0,0,1,0,0,0,1
51,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,24,0,765,0,0,1,0,0,0,1
52,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,1,-1,4,1,766,0,0,1,0,0,0,1
52,1,2,0,1,-1,-1,1,0,1,0,1,0,1,0,0,-1,4,1,766,0,0,1,0,0,0,1
52,1,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,766,0,0,1,0,0,0,1
52,2,1,0,1,-1,-1,1,0,0,1,-1,-1,0,1,0,-1,4,1,767,0,0,1,0,0,0,1
52,2,2,1,0,1,0,-1,-1,1,0,1,0,1,0,0,-1,4,1,767,0,0,1,0,0,0,1
52,2,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,767,0,0,1,0,0,0,1
52,3,1,0,1,1,0,0,1,0,1,1,0,-1,-1,1,-1,4,1,768,0,0,1,0,0,0,1
52,3,2,-1,-1,0,1,1,0,1,0,-1,-1,0,1,0,-1,4,1,768,0,0,1,0,0,0,1
52,3,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,768,0,0,1,0,0,0,1
52,4,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,0,-1,4,1,769,0,0,1,0,0,0,1
52,4,2,1,0,0,1,0,1,1,0,0,1,0,1,1,-1,4,1,769,0,0,1,0,0,0,1
52,4,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,769,0,0,1,0,0,0,1
52,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,4,1,770,0,0,1,0,0,0,1
52,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,0,-1,4,1,770,0,0,1,0,0,0,1
52,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,770,0,0,1,0,0,0,1
52,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,0,-1,4,1,771,0,0,1,0,0,0,1
52,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,4,1,771,0,0,1,0,0,0,1
52,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,771,0,0,1,0,0,0,1
52,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,0,-1,4,1,772,0,0,1,0,0,0,1
52,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,1,-1,4,1,772,0,0,1,0,0,0,1
52,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,772,0,0,1,0,0,0,1
52,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,4,1,773,0,0,1,0,0,0,1
52,8,2,1,0,0,1,1,0,0,1,1,0,1,0,0,-1,4,1,773,0,0,1,0,0,0,1
52,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,773,0,0,1,0,0,0,1
52,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,1,-1,4,1,774,0,0,1,0,0,0,1
52,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,4,1,774,0,0,1,0,0,0,1
52,9,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,774,0,0,1,0,0,0,1
52,10,1,1,0,1,0,0,1,1,0,-1,-1,1,0,1,-1,4,1,775,0,0,1,0,0,0,1
52,10,2,0,1,0,1,-1,-1,-1,-1,1,0,0,1,0,-1,4,1,775,0,0,1,0,0,0,1
52,10,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,775,0,0,1,0,0,0,1
52,11,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,4,1,776,0,0,1,0,0,0,1
52,11,2,0,1,1,0,1,0,1,0,-1,-1,-1,-1,0,-1,4,1,776,0,0,1,0,0,0,1
52,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,776,0,0,1,0,0,0,1
52,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,4,1,777,0,0,1,0,0,0,1
52,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,0,-1,4,1,777,0,0,1,0,0,0,1
52,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,777,0,0,1,0,0,0,1
52,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,4,1,778,0,0,1,0,0,0,1
52,13,2,0,1,0,1,0,1,1,0,1,0,1,0,1,-1,4,1,778,0,0,1,0,0,0,1
52,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,778,0,0,1,0,0,0,1
52,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,-1,4,1,779,0,0,1,0,0,0,1
52,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,0,-1,4,1,779,0,0,1,0,0,0,1
52,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,779,0,0,1,0,0,0,1
52,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,0,-1,4,1,780,0,0,1,0,0,0,1
52,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,0,-1,4,1,780,0,0,1,0,0,0,1
52,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,780,0,0,1,0,0,0,1
53,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,1,-1,7,1,781,0,0,1,0,0,1,1
53,1,2,0,1,-1,-1,1,0,1,0,1,0,1,0,0,-1,7,1,781,0,0,1,0,0,1,1
53,1,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,781,0,0,1,0,0,1,1
53,2,1,0,1,-1,-1,1,0,0,1,-1,-1,0,1,0,-1,7,1,782,0,0,1,0,0,1,1
53,2,2,1,0,1,0,-1,-1,1,0,1,0,1,0,0,-1,7,1,782,0,0,1,0,0,1,1
53,2,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,7,1,782,0,0,1,0,0,1,1
53,3,1,0,1,1,0,0,1,0,1,1,0,-1,-1,1,-1,7,1,783,0,0,1,0,0,1,1
53,3,2,-1,-1,0,1,1,0,1,0,-1,-1,0,1,0,-1,7,1,783,0,0,1,0,0,1,1
53,3,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,783,0,0,1,0,0,1,1
53,4,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,0,-1,7,1,784,0,0,1,0,0,1,1
53,4,2,1,0,0,1,0,1,1,0,0,1,0,1,1,-1,7,1,784,0,0,1,0,0,1,1
53,4,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,784,0,0,1,0,0,1,1
53,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,7,1,785,0,0,1,0,0,1,1
53,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,0,-1,7,1,785,0,0,1,0,0,1,1
53,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,7,1,785,0,0,1,0,0,1,1
53,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,0,-1,7,1,786,0,0,1,0,0,1,1
53,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,7,1,786,0,0,1,0,0,1,1
53,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,7,1,786,0,0,1,0,0,1,1
53,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,0,-1,7,1,787,0,0,1,0,0,1,1
53,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,1,-1,7,1,787,0,0,1,0,0,1,1
53,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,787,0,0,1,0,0,1,1
53,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,7,1,788,0,0,1,0,0,1,1
53,8,2,1,0,0,1,1,0,0,1,1,0,1,0,0,-1,7,1,788,0,0,1,0,0,1,1
53,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,7,1,788,0,0,1,0,0,1,1
53,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,1,-1,7,1,789,0,0,1,0,0,1,1
53,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,7,1,789,0,0,1,0,0,1,1
53,9,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,789,0,0,1,0,0,1,1
53,10,1,1,0,1,0,0,1,1,0,-1,-1,1,0,1,-1,7,1,790,0,0,1,0,0,1,1
53,10,2,0,1,0,1,-1,-1,-1,-1,1,0,0,1,0,-1,7,1,790,0,0,1,0,0,1,1
53,10,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,790,0,0,1,0,0,1,1
53,11,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,7,1,791,0,0,1,0,0,1,1
53,11,2,0,1,1,0,1,0,1,0,-1,-1,-1,-1,0,-1,7,1,791,0,0,1,0,0,1,1
53,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,7,1,791,0,0,1,0,0,1,1
53,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,7,1,792,0,0,1,0,0,1,1
53,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,0,-1,7,1,792,0,0,1,0,0,1,1
53,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,7,1,792,0,0,1,0,0,1,1
53,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,7,1,793,0,0,1,0,0,1,1
53,13,2,0,1,0,1,0,1,1,0,1,0,1,0,1,-1,7,1,793,0,0,1,0,0,1,1
53,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,793,0,0,1,0,0,1,1
53,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,-1,7,1,794,0,0,1,0,0,1,1
53,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,0,-1,7,1,794,0,0,1,0,0,1,1
53,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,7,1,794,0,0,1,0,0,1,1
53,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,0,-1,7,1,795,0,0,1,0,0,1,1
53,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,1,-1,7,1,795,0,0,1,0,0,1,1
53,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,795,0,0,1,0,0,1,1
54,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,1,-1,4,1,796,0,0,1,0,0,0,1
54,1,2,0,1,-1,-1,1,0,1,0,1,0,1,0,0,-1,4,1,796,0,0,1,0,0,0,1
54,1,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,796,0,0,1,0,0,0,1
54,2,1,0,1,-1,-1,1,0,0,1,-1,-1,0,1,1,-1,4,1,797,0,0,1,0,0,0,1
54,2,2,1,0,1,0,-1,-1,1,0,1,0,1,0,0,-1,4,1,797,0,0,1,0,0,0,1
54,2,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,797,0,0,1,0,0,0,1
54,3,1,0,1,1,0,0,1,0,1,1,0,-1,-1,1,-1,4,1,798,0,0,1,0,0,0,1
54,3,2,-1,-1,0,1,1,0,1,0,-1,-1,0,1,0,-1,4,1,798,0,0,1,0,0,0,1
54,3,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,798,0,0,1,0,0,0,1
54,4,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,0,-1,4,1,799,0,0,1,0,0,0,1
54,4,2,1,0,0,1,0,1,1,0,0,1,0,1,1,-1,4,1,799,0,0,1,0,0,0,1
54,4,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,799,0,0,1,0,0,0,1
54,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,1,-1,4,1,800,0,0,1,0,0,0,1
54,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,0,-1,4,1,800,0,0,1,0,0,0,1
54,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,800,0,0,1,0,0,0,1
54,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,1,-1,4,1,801,0,0,1,0,0,0,1
54,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,4,1,801,0,0,1,0,0,0,1
54,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,801,0,0,1,0,0,0,1
54,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,0,-1,4,1,802,0,0,1,0,0,0,1
54,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,1,-1,4,1,802,0,0,1,0,0,0,1
54,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,802,0,0,1,0,0,0,1
54,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,4,1,803,0,0,1,0,0,0,1
54,8,2,1,0,0,1,1,0,0,1,1,0,1,0,1,-1,4,1,803,0,0,1,0,0,0,1
54,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,803,0,0,1,0,0,0,1
54,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,1,-1,4,1,804,0,0,1,0,0,0,1
54,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,4,1,804,0,0,1,0,0,0,1
54,9,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,804,0,0,1,0,0,0,1
54,10,1,1,0,1,0,0,1,1,0,-1,-1,1,0,1,-1,4,1,805,0,0,1,0,0,0,1
54,10,2,0,1,0,1,-1,-1,-1,-1,1,0,0,1,0,-1,4,1,805,0,0,1,0,0,0,1
54,10,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,805,0,0,1,0,0,0,1
54,11,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,4,1,806,0,0,1,0,0,0,1
54,11,2,0,1,1,0,1,0,1,0,-1,-1,-1,-1,1,-1,4,1,806,0,0,1,0,0,0,1
54,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,806,0,0,1,0,0,0,1
54,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,4,1,807,0,0,1,0,0,0,1
54,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,1,-1,4,1,807,0,0,1,0,0,0,1
54,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,807,0,0,1,0,0,0,1
54,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,4,1,808,0,0,1,0,0,0,1
54,13,2,0,1,0,1,0,1,1,0,1,0,1,0,1,-1,4,1,808,0,0,1,0,0,0,1
54,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,808,0,0,1,0,0,0,1
54,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,-1,4,1,809,0,0,1,0,0,0,1
54,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,1,-1,4,1,809,0,0,1,0,0,0,1
54,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,809,0,0,1,0,0,0,1
54,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,1,-1,4,1,810,0,0,1,0,0,0,1
54,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,0,-1,4,1,810,0,0,1,0,0,0,1
54,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,810,0,0,1,0,0,0,1
55,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,1,-1,20,1,811,0,1,0,1,0,0,1
55,1,2,0,1,-1,-1,1,0,1,0,1,0,1,0,0,-1,20,1,811,0,1,0,1,0,0,1
55,1,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,20,1,811,0,1,0,1,0,0,1
55,2,1,0,1,-1,-1,1,0,0,1,-1,-1,0,1,1,-1,20,1,812,0,1,0,1,0,0,1
55,2,2,1,0,1,0,-1,-1,1,0,1,0,1,0,0,-1,20,1,812,0,1,0,1,0,0,1
55,2,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,20,1,812,0,1,0,1,0,0,1
55,3,1,0,1,1,0,0,1,0,1,1,0,-1,-1,1,-1,20,1,813,0,1,0,1,0,0,1
55,3,2,-1,-1,0,1,1,0,1,0,-1,-1,0,1,0,-1,20,1,813,0,1,0,1,0,0,1
55,3,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,20,1,813,0,1,0,1,0,0,1
55,4,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,0,-1,20,1,814,0,1,0,1,0,0,1
55,4,2,1,0,0,1,0,1,1,0,0,1,0,1,1,-1,20,1,814,0,1,0,1,0,0,1
55,4,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,20,1,814,0,1,0,1,0,0,1
55,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,20,1,815,0,1,0,1,0,0,1
55,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,0,-1,20,1,815,0,1,0,1,0,0,1
55,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,20,1,815,0,1,0,1,0,0,1
55,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,1,-1,20,1,816,0,1,0,1,0,0,1
55,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,20,1,816,0,1,0,1,0,0,1
55,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,20,1,816,0,1,0,1,0,0,1
55,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,0,-1,20,1,817,0,1,0,1,0,0,1
55,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,1,-1,20,1,817,0,1,0,1,0,0,1
55,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,20,1,817,0,1,0,1,0,0,1
55,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,20,1,818,0,1,0,1,0,0,1
55,8,2,1,0,0,1,1,0,0,1,1,0,1,0,1,-1,20,1,818,0,1,0,1,0,0,1
55,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,20,1,818,0,1,0,1,0,0,1
55,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,0,-1,20,1,819,0,1,0,1,0,0,1
55,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,20,1,819,0,1,0,1,0,0,1
